"x1" "x2" "x3"
"1" 12.791162615902 -6.46440125914048 5.43943238751213
"2" 20.2056571960835 -4.91872484907404 -0.545706142201231
"3" 21.0654304898286 -4.89088807097476 -6.24345435922819
"4" 16.7123298706166 -4.53901021454921 -5.5912155717833
"5" 1.72463129339023 -4.4405444950873 4.49227982581035
"6" -20.8872754225448 -6.51465596260874 11.1555834892542
"7" -32.3023006189044 -6.43778003382763 14.7257595925541
"8" -27.6296901572193 -5.08770967255557 14.4282287930676
"9" -15.1529290425135 -5.04174154947773 14.7651016691109
"10" -9.06830619345632 -4.76382434339123 20.7853444428144
"11" -28.0802879529542 -4.87646673619399 22.7609973963477
"12" -40.9860493025762 -6.0546608528004 19.8249654806461
"13" -23.7928161015864 -5.84034668270711 14.7090119992708
"14" -3.20341915685791 -4.60194226809357 11.5268915900373
"15" -1.16354597844459 -4.8643046464053 8.69411120310336
"16" -3.52251581839556 -4.14691071104886 -0.663962774715195
"17" 9.68219839418235 -1.00578272794033 -8.96193663227274
"18" 24.5338010165184 -0.179001714681378 -10.9174041467861
"19" 22.9769768653897 -3.13414983459584 -5.83863851187215
"20" 5.66602988350633 -7.192336667722 2.41500971353284
"21" -18.792220257747 -8.20102361559683 7.57579048677042
"22" -22.1016729481966 -5.82440709465655 8.60127835273159
"23" -26.1363326688226 -3.68481625792575 5.75095227007158
"24" -27.7701052892064 -4.45180326962019 3.65903889973802
"25" -28.2424401096617 -7.21828570749237 3.1940148289934
"26" -31.4515618109287 -8.21847487360188 3.05656804549456
"27" -14.6287243159006 -6.18203620077989 2.21674327212231
"28" -20.16477401454 -2.17140204610491 0.254520544497556
"29" -30.7390041078571 0.0792823780776279 0.299042852487924
"30" 4.03451881632398 -1.48486566574017 7.67973078505604
"31" 19.9037187586052 -5.84777849693132 15.6104716370172
"32" 12.839965640941 -7.96769075011811 24.1182595091676
"33" 11.7334837221674 -7.17314097389042 22.1961023866627
"34" 17.8570594002882 -5.29674945878525 17.3572349954309
"35" 38.4773867082644 -4.73984020172365 7.02434581280601
"36" 37.6656961043552 -7.07473200520421 -2.54959488056798
"37" 22.2812503486446 -7.89088886280079 -4.32681915787576
"38" 9.1760473617715 -7.27756455208239 2.07964670888008
"39" 17.8553000914672 -4.87300357565099 11.915713789864
"40" 20.7451297493912 -3.63565511966751 18.2688806693746
"41" 7.53489103174222 -6.02927264824474 16.1733478752261
"42" -8.54694412339986 -8.15325484996395 12.6676216332393
"43" -15.0612371245393 -6.00532345277237 9.35126929034308
"44" -2.65091784393638 -1.39625948676625 7.84666368643813
"45" 14.5939591084664 -1.40941695877477 6.21150476318451
"46" 23.8315075430251 -4.51675084808658 7.17037038487321
"47" 12.8785153113503 -5.75276755529124 12.9943615555316
"48" 7.42409582157807 -4.71553500525548 20.5268124634595
"49" 21.5617437952731 -3.67926714791657 18.0287843958485
"50" 38.3490385761625 -3.45760604642589 13.2235118998715
"51" 41.2415503391504 -1.97115106907234 8.27842740978832
"52" 48.0033956905548 -2.94511212361171 6.92384061717777
"53" 52.4582220695222 -6.9278341959998 8.39092956491364
"54" 40.8399544941318 -8.27747640171069 6.806320108832
"55" 42.9612170587157 -6.54842301588791 6.95909886918716
"56" 52.1862492207552 -3.90968536883175 7.44738712796884
"57" 44.5984055076877 -1.92868599545684 13.8845801914555
"58" 33.7986534515171 -1.87454825685666 18.1065319474757
"59" 3.15834379672251 -5.79274091785588 13.5060049236911
"60" -30.9225496584449 -10.7548607653309 7.58992676999084
"61" -14.5112888516429 -9.17116846657381 3.80012394832485
"62" 28.4792554017365 -2.85925079511476 -0.557392081329519
"63" 23.0916228670464 0.792057035758567 -2.23033969672951
"64" 4.07670654911698 -1.99113075136633 -5.04884703409435
"65" 6.22917269889793 -7.28304234088377 4.50120110164027
"66" 2.35005460953403 -9.32909982546355 7.75866014583311
"67" 5.5267435329202 -6.75021020419924 14.2468335039006
"68" 13.4922130502917 -3.12353205375011 13.6054778316539
"69" 23.474114594321 -2.5250315150536 14.2527091016124
"70" 23.1114632553877 -3.3625200192752 14.1415461105673
"71" 34.8467560198356 -6.58991599130728 9.1520620968001
"72" 34.1707704737919 -7.87247955215673 0.894880109555594
"73" 15.4096038370548 -3.75195458133228 0.0392886108401846
"74" 12.8092880096715 -2.27911304597063 2.94710627276493
"75" 17.724044124921 -4.10749575522523 11.5691850205706
"76" 23.97746724833 -5.62642287850772 8.46637611213501
"77" 22.3854743379934 -6.83850237772244 11.9687835529235
"78" 23.7153666575553 -5.23676511005141 15.5546507188298
"79" 0.554481294029589 -2.8865889732779 21.7355805425258
"80" -11.3417315223929 -2.23857982240075 18.3231681871144
"81" 13.125795074892 -2.77498301858705 9.9634208076745
"82" 29.9197276804572 -3.3854700343701 0.550955239667093
"83" 28.4724693324788 -3.23343253488534 -6.70716030150206
"84" 17.639074327328 -4.43352958084234 -7.46161786994493
"85" 10.5549007659033 -6.11373810540063 -7.42221973815663
"86" 25.2983753281496 -6.00703275083839 -2.51261902865065
"87" 33.262963449475 -6.15230889854035 0.910586084070426
"88" 24.5964114957087 -5.66163656387417 8.86837184123175
"89" 7.5681834599185 -4.95388942492063 11.0982438688619
"90" 7.47121669966718 -5.16147543385467 13.8460015251751
"91" 24.4030105604257 -5.96166257180319 7.76370306002754
"92" 27.5546113733277 -6.9761098090083 6.25714491784392
"93" 24.4560595499674 -7.27745034414565 2.87529452440646
"94" 20.957096001879 -4.97665049805087 4.56592884196126
"95" 31.9807616991836 -1.34108356317495 8.65438909357314
"96" 39.4012322750445 -3.82481723117028 12.7888547727982
"97" 28.0118501443676 -9.3972932021728 16.3403687085725
"98" 7.4185597958408 -10.0358025103777 19.4649815764997
"99" -15.6567844349774 -6.8854806344088 17.1315813370036
"100" -23.4984132113107 -3.27268147613971 20.8937502298609
"101" -23.345184014027 -1.25484469321965 14.692454972131
"102" -30.4727379854552 -2.20165619483283 11.7560640610609
"103" -21.4861865425219 -4.04735587008865 5.22714236206383
"104" 1.07306395955735 -7.0220833798691 4.68821497685904
"105" 12.9571348596407 -9.94607350683725 9.41199556827977
