"V1" "V2" "V3" "V4"
"1" -4.3055545235155 1.18141708066026 0.865491093878476 -0.192228962223317
"2" -4.27866428781342 0.9203144259067 2.98542567479159 -0.725442617876798
"3" -3.94329260064234 2.04515512661837 3.97249645371351 1.09390363469176
"4" -5.5903439519752 2.82774222585949 4.08343859265578 1.28667625309804
"5" -6.13265190243205 1.36846651068934 4.12308312278921 -0.622763721028799
"6" -5.68285981002477 -0.3432077504502 2.47836290893644 -0.00485197804232385
"7" -4.52451489841854 0.73320302431851 1.06604811838659 1.03078213658631
"8" -3.5520160969544 0.986626454491328 0.726552890359176 1.01877617473102
"9" -5.11754588246572 0.537261632872826 0.806496952607876 0.0400804238357393
"10" -5.51695109577148 1.75349432929387 2.29777221670123 1.32854813615703
"11" -4.87839093283345 0.299409094823795 4.08141381940564 1.29691193748194
"12" -3.9085711620294 -1.15697466173063 4.31114805803696 -0.387334638694945
"13" -4.6486123287856 0.249423126383679 3.66393788929019 -2.58744423550258
"14" -6.20925859785988 -1.74157636962943 4.02542434272768 -0.203889014163392
"15" -5.05047136195866 -2.89544813519502 4.93457337317959 0.630024941870634
"16" -6.15939041087261 -2.85471485624533 4.30423356293308 -0.0431504285080846
"17" -6.38513406258995 -1.97900615478963 2.78488713774473 0.934122052825932
"18" -3.82375494503808 -1.42437622379032 2.62649554676292 1.38752292150927
"19" -4.38327122249055 -1.06507786505785 3.76139493163521 1.08663403827636
"20" -4.36189799188541 -2.08551488248122 4.11159607277028 1.27531816433872
"21" -4.14086382528925 -1.33249659889346 4.68050761495025 1.333522723696
"22" -5.17498367991043 -0.966709490398244 5.44739815349064 0.543846763803831
"23" -4.87278980459141 -1.71436900891466 4.6643768338354 -1.94461270584426
"24" -5.90589029184523 -1.65800395562886 4.18300004389213 -0.573785269623313
"25" -4.02051138851947 0.605131943350908 3.08993269217245 0.315766709207825
"26" -3.14702310616344 1.53229381481772 3.60147937857436 -0.18947275042273
"27" -6.96674494242775 1.1506304891919 6.60800236272618 -1.56422968792247
"28" -6.76852951634367 0.674695625843432 7.10350033251912 -1.36060148544818
"29" -5.03902864203627 0.740914893554904 4.94488845852556 0.13105152713453
"30" -3.82001939480361 0.474059530715383 4.29032269320964 1.60944448764887
"31" -5.50654475836864 -0.96485832200319 4.35297925264081 0.712420003574431
"32" -7.7870407534321 -1.30921426821247 6.37595747951277 0.325998975153572
"33" -3.35355475980903 -0.297665004852251 7.58282018928087 0.178797926352716
"34" -5.5854090954224 0.468989117503738 7.32460351168894 -1.40934258117835
"35" -4.92814880661258 -0.0718371868605083 7.03947645809244 -1.24123029739684
"36" -4.18964232892066 0.740090650877069 5.51070968461608 -0.643286691690157
"37" -6.52812278942963 0.0885508950008622 4.60274148010128 -0.295887368937395
"38" -4.13163977501698 1.3223822785204 2.62826839480146 1.06443733395717
"39" -4.44725153105469 0.918168022123857 2.72420267429122 1.42319097164787
"40" -5.99013709898534 2.06862598410786 4.10505936689519 0.29338185282094
"41" -4.74705716918857 1.52187630627794 6.17926183444782 -0.35207583788866
"42" -6.3789971286931 1.63189738821434 7.75700833274764 0.544946367322833
"43" -5.4020615740034 -1.07104229384896 6.47606785839603 0.9748412239165
"44" -3.26082578825587 1.22876444069569 5.82362349546843 -0.354757775345326
"45" -3.93256998485453 1.26075789973672 4.81338224752173 -1.12074857369183
"46" -5.49402464384712 2.82500009811583 2.44979429246288 -0.0599151320404415
"47" -6.20635759347746 2.17283254404492 1.84837494929649 0.987282101797514
"48" -3.72658769779692 1.40481007918028 1.86856507463273 0.348773542559021
"49" -4.21684690147915 1.29437941498332 1.74132391276306 0.813699999164078
"50" -5.06177656753773 1.11096644246477 2.06828473566741 0.926770516239597
"51" -6.48732362790152 1.03576125580439 1.72457990166719 -0.37316286503053
"52" -6.36497618073729 0.498294707435035 0.939378431564791 -0.026096144526038
"53" -4.54677652073945 -0.96676755221052 0.761389143873199 -0.924691281226138
"54" -4.02648020069253 -0.774660296860734 2.2790554195727 0.755405844052562
"55" -4.87964481905527 -1.97051393628467 1.84214713248696 2.84021411952648
"56" -4.95749964596948 -3.62448944939886 1.44881045327418 0.821018462637007
"57" -5.51535341696135 -3.47876126397962 2.5671556839356 -1.26446751219644
"58" -6.70890979066097 -2.97278829217879 3.98318468139566 -0.0567611483475056
"59" -4.53433932658357 -1.25186062124162 4.33284369130332 0.206777172584623
"60" -3.329105276316 -2.25873816257287 4.1929466240515 2.32058499817628
"61" -4.53360474900814 -1.2295147308295 4.51747113794646 1.4017306535697
"62" -3.84013925329089 -1.76303189057149 3.8851359119833 0.666195360810875
"63" -2.9448376657105 0.506766379235699 4.48196051077649 0.441845776251132
"64" -5.30399832607248 -0.202345226024048 6.31226526910269 -0.726471913614006
"65" -8.57821936313296 0.557831249078625 7.27834795735311 -0.2571716258151
"66" -5.49785365894089 1.5043223204798 8.56968274003533 -1.69168324918243
"67" -3.6608723019941 0.164632728794526 9.28369938122625 0.382579684228263
"68" -4.53604321582413 -0.121020331229768 7.1971564369752 1.03258625514963
"69" -3.6726620959401 -0.304368009432351 4.76318596857685 2.26456367328929
"70" -4.00592321191618 -0.673174555025236 2.72732382857361 1.77907653111695
"71" -5.67599344463212 0.101072195902576 1.32876833450089 -0.424640713582017
"72" -5.80270399580602 -1.07231980501374 0.663927481225142 0.184758494935966
"73" -6.16442560262897 -0.351165116628114 0.676964516345049 -0.567661819550819
"74" -3.49899676619146 0.0326300888522946 0.264342663038982 -1.81409197922565
"75" -3.40123140515112 -0.483944409480948 0.240765583993304 -0.460733804625998
"76" -7.12897834392544 -0.00917894906994993 0.264450841199086 -0.268424131907955
"77" -6.97035606505241 -0.196440381402858 2.05518022719686 -0.264869772299436
"78" -3.56325161763963 1.15245101251449 4.37468147327281 0.0750045351306385
"79" -4.06471538432113 1.9110476461667 5.58328538892724 -0.544916151697074
"80" -5.63761101230396 1.89769702800581 6.17895305256432 -0.922381300531345
"81" -4.98718078101147 1.15194945517742 7.53268680883195 -0.476379854814933
"82" -3.39248441100908 1.82076100005978 7.33615385753212 1.09697982749891
"83" -2.45964194347426 1.61604477280123 5.49868919250595 -0.816714602485839
"84" -5.51622635617013 1.24014170762058 6.06191780825797 -0.320193892629436
"85" -6.79301326780424 2.16730309137535 5.94466368412934 0.689318083790571
"86" -6.79338402795933 1.2838061309151 4.62779312105321 1.26287006000447
"87" -5.43722928771611 1.4955140909862 3.74352197251901 0.333675978731517
"88" -5.65015868006702 1.83152003427371 2.96057836591312 0.187508455735708
"89" -4.47782379405504 2.35112719643854 2.43335509491513 0.489110076722004
"90" -2.90472836261135 3.17014155650806 2.81758176481868 -0.382260756528312
"91" -6.12350879635797 2.6440927752838 3.0720855945996 0.882355787388182
"92" -6.19069005080856 3.25226489511707 2.40984662774974 1.88512329928485
"93" -5.31840205588864 4.30818470541871 3.4661501576788 1.39645521893197
"94" -2.46065068576444 4.7219099042823 4.2327717777325 2.00696164424984
"95" -4.15284031033493 5.01356072205107 3.63499736530512 1.51058649828981
"96" -7.43163267613412 4.29062738141022 3.26416192699582 -0.941500353118854
"97" -5.43864213400232 4.89981116850811 3.84384325567721 -1.33922073931171
"98" -4.00913690564537 4.22703236471436 4.17164324605657 -1.56857186344049
"99" -4.19144764563239 3.87303681912859 3.84082890207715 -1.20816820537833
"100" -4.54096897094563 5.09816802726969 2.96089530573242 -0.904407059087711
"101" -6.22294191270369 5.3303935271948 2.09911758933509 -0.330104133190239
"102" -5.26771288673196 5.66731530190959 2.08003829410553 -0.885652124665904
"103" -5.68243885995221 5.59478241565122 1.72326450137238 -0.388524216727392
"104" -3.62911953081863 5.28174408902602 2.03899220472274 -0.559767380476373
"105" -2.3030399680444 7.04285387387977 1.13799663609746 1.37453648302136
"106" -5.40955306521609 6.31992443048136 0.602239904238307 1.77707983764079
"107" -5.97094715370869 4.42569375938967 -0.209411611515128 1.34019871510555
"108" -6.32890172420753 4.08283711901697 -1.09766527487878 0.930289895523481
"109" -6.80857308969182 2.08201844663071 -1.04719302581732 1.91268729521523
"110" -4.76385103783163 1.50232598121846 -1.31247312489086 0.373569194362674
"111" -2.46603901096633 0.543107360978539 -1.02855110230488 -0.843086602729952
"112" -4.30671204615002 -2.98210699097159 -2.18271772980183 1.15529540032532
"113" -4.66885944152951 -3.21498501032073 -1.50107841236691 0.208672989814631
"114" -5.37347410700198 -2.07654763479829 -1.32456851649068 -0.597798555588185
"115" -3.85178535318074 -2.53076119887806 -2.25516316363453 -0.517236375603163
"116" -5.39275558915822 -3.0306782855396 -2.69087495712838 -0.555677626213697
"117" -7.09789630699047 -3.40959559663693 -3.19625505093043 -0.471109024105663
