14.26728361	-0.393472932	15.28543512	14.5330295
14.04217561	-0.535058797	14.1324299	14.47037597
15.85159914	1.203501542	14.7225058	14.80190528
14.50151584	1.071044215	15.66505587	11.35311004
14.73396104	0.699487869	15.76075519	14.14125734
14.58714291	-0.297745567	15.86737989	13.70771679
16.90361036	2.622633038	16.46235752	17.40363735
13.96162494	-0.109142984	16.45301287	15.18197688
15.25463379	-0.43206708	15.68118916	14.26528447
14.80735298	-1.418546724	16.48464329	14.21949692
15.63296261	0.750843281	16.52437498	18.31095778
14.62078804	-0.395324422	15.72930736	15.04899
15.213148	-0.127895999	15.24813095	14.0967054
14.66865604	-0.768162739	13.39266563	14.75873826
14.39658407	-0.651052949	14.44217155	15.02169009
18.14621866	3.195642119	12.93243427	17.74236337
12.97891983	-1.215426139	15.73166298	14.16345343
13.88792013	-2.683153451	17.27643843	13.27600047
15.90294906	-1.097320385	17.04998366	13.965307
14.41534453	1.123845859	14.41057329	18.88240119
15.97053554	2.103298842	12.66341647	15.36284861
15.73115723	0.952609107	13.77119057	11.7274868
16.08755052	0.948037956	15.50160164	17.42258165
14.91141418	-1.616749874	17.91580896	16.13538569
15.79210378	-1.500060169	17.20296074	17.09324069
14.48422609	-2.569782698	15.3230485	17.09530665
15.5695496	-1.011410577	13.40937034	17.47210028
13.9907639	-2.099990461	12.47040162	14.50900952
14.70434349	-0.832476853	12.87352873	14.7769635
14.16090756	-0.812708374	13.52695589	13.3465971
14.42674319	0.584772921	15.53911992	13.82068311
15.83867682	2.355056503	15.49148489	14.14778336
13.94342363	0.915402115	15.64956713	12.61819086
15.43785254	1.268831455	13.51931185	13.79569818
16.61407405	2.120015469	15.44176575	15.38856313
13.80795314	-0.338439445	16.18656452	15.93152389
14.56599633	-1.692526478	15.75465122	13.90549917
16.51726281	0.388972255	15.6488489	15.95584975
13.4954391	-0.648661066	14.47077058	17.23973615
15.49043573	0.095178689	15.90592718	14.47195148
16.12338779	0.763871449	16.48877494	13.91709879
14.87317472	0.655172773	19.4064336	17.56125582
13.84637331	-2.10273005	20.42785083	13.21736281
14.58635294	-1.797787521	20.75351597	13.21687768
15.07201866	0.416992541	17.25493446	17.0691879
15.72587874	2.267547351	17.96424589	16.17788618
13.11782172	-0.796676545	15.66884248	11.07761454
15.32979661	0.227027688	18.10988504	12.84959351
15.50447676	1.305544056	17.50225893	15.46020286
14.87099808	1.701654893	17.1397019	16.52083527
14.85587493	0.070804982	14.39688983	12.73541022
16.23483046	0.99146794	13.26707411	15.01652749
14.0262101	-0.864069379	14.44432098	16.2969316
14.37656762	-1.426723922	14.84906922	14.56769326
14.3077479	-1.426213364	16.76111184	13.47182551
14.61228218	0.620458362	15.63222959	15.80364216
13.26499338	-0.116027705	16.81677179	12.32142966
16.53593777	3.278628381	13.14725384	13.27363967
13.1801837	0.788480337	13.7145119	12.0576573
16.76785703	3.404761091	14.80461666	15.21385485
12.83057975	-1.277459175	15.92328841	10.88879893
15.24800896	0.91753854	16.19164331	15.80648934
15.90436553	1.383595192	14.18495144	14.96589105
15.47212708	2.465812968	14.80070035	16.87810793
14.06554532	-0.884312224	13.86401836	13.20632195
14.56110809	-1.60545132	13.42251818	12.62199688
16.58862207	1.327991734	14.12250915	18.49170501
13.0384074	-0.899785028	14.36964091	15.29404336
15.97151046	0.626519308	17.47367271	13.9933577
15.96049994	0.927518578	15.99499033	14.42113927
15.27490929	1.246643575	16.34640122	18.11597577
14.73530706	-1.421585169	13.7229825	13.70201957
14.09639384	-2.566429651	15.25456744	13.63377167
16.42465487	0.55757912	15.25227416	18.7515647
13.85048853	-0.621940769	16.1231953	15.36142645
